	age	educ	black	married	nodegree	re74	re75	re78	hisp	sample	treat	educ_cat4
7690	32	12	0	1	0	24584.88	24450.44	20564.04	0	2	0	2
7691	32	12	0	1	0	24102.9	24087	25564.67	0	2	0	2
7692	32	12	0	1	0	25785.91	23893.64	25564.67	0	2	0	2
7693	32	12	0	1	0	25678.15	24917.71	21016.23	0	2	0	2
7694	32	12	0	1	0	5319.409	0	19783.8	0	2	0	2
7695	32	12	0	1	0	24279.23	18155.66	25564.67	0	2	0	2
7696	32	12	0	1	0	24175.39	24104.9	25564.67	0	2	0	2
7697	32	12	0	1	0	0	0	0	0	2	0	2
7698	32	12	0	1	0	8983.238	7537.258	6915.76	0	2	0	2
7699	32	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
7700	32	12	0	1	0	20376.38	25243.55	25564.67	0	2	0	2
7701	32	12	0	1	0	7300.228	19306.84	9454.494	0	2	0	2
7702	32	12	0	1	0	23532.75	25243.55	25564.67	0	2	0	2
7703	32	12	0	1	0	24771.01	22072.89	25564.67	0	2	0	2
7704	47	10	1	1	1	8495.381	8360.807	10004.21	0	2	0	1
7705	32	10	0	1	1	3454.187	4839.242	2812.114	0	2	0	1
7706	32	10	0	1	1	12686.25	15883.74	25564.67	0	2	0	1
7707	40	7	0	1	1	14888.47	19988.95	9461.883	1	2	0	1
7708	54	10	0	1	1	9751.271	11098.21	19315.36	0	2	0	1
7709	48	8	0	1	1	16050.31	2116.161	11600.15	0	2	0	1
7710	31	18	0	1	0	0	0	3185.979	0	2	0	4
7711	31	18	0	1	0	18838.35	19183.31	22248.65	0	2	0	4
7712	31	18	0	1	0	24718.11	25243.55	25564.67	0	2	0	4
7713	31	18	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
7714	31	18	0	1	0	0	0	0	0	2	0	4
7715	31	18	0	1	0	8321.006	1534.306	25564.67	0	2	0	4
7716	31	18	0	1	0	25862.32	20599.45	25564.67	0	2	0	4
7717	43	12	1	1	0	22796.07	1919.226	25564.67	0	2	0	2
7718	43	12	1	1	0	0	0	0	0	2	0	2
7719	43	12	1	1	0	797.4216	0	0	0	2	0	2
7720	48	8	0	1	1	18759.98	24642	16605.21	0	2	0	1
7721	48	8	0	1	1	14629.84	19913.76	22298.89	0	2	0	1
7722	48	8	0	1	1	25862.32	19476.92	25564.67	0	2	0	1
7723	48	8	0	1	1	25862.32	25243.55	25564.67	0	2	0	1
7724	48	8	0	1	1	11880.99	11062.4	13651.24	0	2	0	1
7725	48	8	0	1	1	21422.62	20669.27	21329.51	0	2	0	1
7726	48	8	0	1	1	25862.32	25243.55	25564.67	0	2	0	1
7727	48	8	0	1	1	0	0	0	0	2	0	1
7728	32	9	0	1	1	18701.2	17251.55	24112.06	0	2	0	1
7729	19	13	0	1	0	1079.556	3029.226	16207.71	0	2	0	3
7730	31	17	0	1	0	22053.51	22010.23	22428.93	0	2	0	4
7731	31	17	0	1	0	0	0	0	0	2	0	4
7732	31	17	0	1	0	25813.34	25243.55	25564.67	0	2	0	4
7733	31	17	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
7734	35	17	0	0	0	0	0	6033.558	0	2	0	4
7735	35	17	0	0	0	7641.141	6310.887	0	0	2	0	4
7736	48	7	0	1	1	13420.98	12005.9	13602.47	0	2	0	1
7737	48	7	0	1	1	17474.7	16311.63	16040.72	0	2	0	1
7738	43	9	1	1	1	4904.045	0	9996.82	0	2	0	1
7739	39	17	0	1	0	0	0	0	0	2	0	4
7740	47	8	1	1	1	25862.32	25243.55	25564.67	0	2	0	1
7741	47	8	1	1	1	21093.47	22071.1	21834.89	0	2	0	1
7742	32	8	0	1	1	23354.46	25243.55	6369.001	0	2	0	1
7743	40	5	0	1	1	18040.93	25243.55	25564.67	1	2	0	1
7744	31	16	0	1	0	23125.23	14104.16	6267.039	0	2	0	4
7745	31	16	0	1	0	2243.361	8337.532	36.94316	0	2	0	4
7746	33	0	0	1	1	25862.32	25243.55	25564.67	0	2	0	1
7747	19	12	0	1	0	10037.32	14949.19	25564.67	0	2	0	2
7748	19	12	0	1	0	14510.33	16868.42	18722.79	0	2	0	2
7749	19	12	0	1	0	10856.3	18186.1	0	0	2	0	2
7750	19	12	0	1	0	2411.857	7460.274	16640.68	0	2	0	2
7751	19	12	0	1	0	897.3442	8187.145	18214.46	0	2	0	2
7752	19	12	0	1	0	7288.473	13576.02	17657.36	0	2	0	2
7753	19	12	0	1	0	6671.303	15921.34	25564.67	0	2	0	2
7754	19	12	0	1	0	3951.841	11108.95	15863.39	0	2	0	2
7755	19	12	0	1	0	11773.23	24550.69	25009.04	0	2	0	2
7756	19	12	0	1	0	6044.338	7257.968	17972.11	0	2	0	2
7757	19	12	0	1	0	11461.71	15214.16	21401.91	0	2	0	2
7758	19	12	0	1	0	8518.892	14515.94	3208.144	0	2	0	2
7759	31	16	0	1	0	23475.94	24018.97	25564.67	0	2	0	4
7760	31	16	0	1	0	25862.32	11517.15	25564.67	0	2	0	4
7761	31	16	0	1	0	10819.07	5770.209	3924.842	0	2	0	4
7762	31	16	0	1	0	23258.46	25243.55	25564.67	0	2	0	4
7763	31	16	0	1	0	25862.32	25243.55	25013.48	0	2	0	4
7764	31	16	0	1	0	25862.32	19482.29	25564.67	0	2	0	4
7765	31	16	0	1	0	13083.98	9424.258	8601.847	0	2	0	4
7766	31	16	0	1	0	21416.75	22423.79	25564.67	0	2	0	4
7767	31	16	0	1	0	22905.79	22633.26	25564.67	0	2	0	4
7768	49	16	0	0	0	25862.32	18619.36	8921.035	0	2	0	4
7769	48	13	0	1	0	9627.837	6849.774	0	1	2	0	3
7770	35	16	0	0	0	3726.525	5456.903	12634.56	0	2	0	4
7771	38	6	1	1	1	15119.66	14387.03	16218.05	0	2	0	1
7772	48	6	0	1	1	25862.32	24529.21	23055.49	0	2	0	1
7773	50	18	1	1	0	25862.32	25243.55	0	0	2	0	4
7774	40	4	0	1	1	16835.98	14453.27	18139.09	1	2	0	1
7775	51	11	0	1	1	18270.16	21637.84	20267.02	0	2	0	1
7776	51	11	0	1	1	15282.28	13964.52	13447.31	0	2	0	1
7777	54	7	0	1	1	22282.74	21499.98	22700.84	0	2	0	1
7778	44	12	0	1	0	20664.39	20243.18	21860.01	0	2	0	2
7779	44	12	0	1	0	6853.515	3398.032	6389.69	0	2	0	2
7780	31	15	0	1	0	13612.99	15937.45	16887.46	0	2	0	3
7781	31	15	0	1	0	25862.32	25243.55	25564.67	0	2	0	3
7782	31	15	0	1	0	25862.32	25243.55	25564.67	0	2	0	3
7783	31	15	0	1	0	0	0	0	0	2	0	3
7784	19	9	0	1	1	12296.36	12650.42	14828.99	0	2	0	1
7785	48	12	0	1	0	24210.66	24581.13	25564.67	1	2	0	2
7786	44	10	0	1	1	19753.33	19117.06	13801.97	0	2	0	1
7787	40	3	0	1	1	7576.485	7426.258	12104.06	1	2	0	1
7788	47	6	1	1	1	25862.32	25243.55	25564.67	0	2	0	1
7789	47	6	1	1	1	25862.32	24987.53	25564.67	0	2	0	1
7790	40	3	0	1	1	17098.52	19654.16	17615.98	1	2	0	1
7791	54	6	0	1	1	21602.88	21163.4	0	0	2	0	1
7792	31	14	0	1	0	19610.3	23363.71	20416.27	0	2	0	3
7793	31	14	0	1	0	23231.03	23404.89	10042.63	0	2	0	3
7794	31	14	0	1	0	18618.91	1229.952	25564.67	0	2	0	3
7795	31	14	0	1	0	25862.32	23766.53	24599.71	0	2	0	3
7796	31	14	0	1	0	0	0	0	0	2	0	3
7797	41	16	0	0	0	0	0	0	0	2	0	4
7798	44	9	0	1	1	25862.32	25243.55	25564.67	0	2	0	1
7799	39	14	0	1	0	14379.06	0	10867.2	0	2	0	3
7800	39	14	0	1	0	20301.92	25243.55	25564.67	0	2	0	3
7801	32	12	0	1	0	25135.43	24677.81	19117.35	1	2	0	2
7802	31	13	0	1	0	0	0	0	0	2	0	3
7803	31	11	0	1	1	10578.08	16950.77	19287.29	0	2	0	1
7804	48	3	0	1	1	25862.32	22273.4	25564.67	0	2	0	1
7805	44	8	0	1	1	15303.83	21052.4	2365.84	0	2	0	1
7806	44	8	0	1	1	18015.46	25243.55	6575.883	0	2	0	1
7807	44	8	0	1	1	11226.6	11506.4	17886.4	0	2	0	1
7808	44	8	0	1	1	25862.32	25243.55	25564.67	0	2	0	1
7809	39	13	0	1	0	9964.831	1.790323	0	0	2	0	3
7810	30	18	0	1	0	15151.01	18798.39	16475.17	0	2	0	4
7811	30	18	0	1	0	23127.19	23580.34	25564.67	0	2	0	4
7812	30	18	0	1	0	0	0	0	0	2	0	4
7813	30	18	0	1	0	8360.191	8620.403	8668.344	0	2	0	4
7814	30	18	0	1	0	10007.93	16359.97	25564.67	0	2	0	4
7815	30	18	0	1	0	7729.308	23820.24	24202.21	0	2	0	4
7816	39	18	0	1	0	846.4033	1962.194	635.4224	1	2	0	4
7817	31	12	0	1	0	17069.13	16963.31	13592.13	0	2	0	2
7818	31	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
7819	31	12	0	1	0	16702.75	15903.44	25564.67	0	2	0	2
7820	31	12	0	1	0	5274.346	10140.39	2899.3	0	2	0	2
7821	31	12	0	1	0	21918.32	21136.55	21276.31	0	2	0	2
7822	31	12	0	1	0	18497.44	18178.94	25564.67	0	2	0	2
7823	31	12	0	1	0	18526.83	19831.4	21310.29	0	2	0	2
7824	31	12	0	1	0	21961.42	19881.53	24104.68	0	2	0	2
7825	31	12	0	1	0	3526.68	17469.97	18368.14	0	2	0	2
7826	31	12	0	1	0	11984.83	11384.66	11577.99	0	2	0	2
7827	31	12	0	1	0	25648.76	22398.73	25564.67	0	2	0	2
7828	31	12	0	1	0	0	0	0	0	2	0	2
7829	31	12	0	1	0	21610.71	21537.58	25564.67	0	2	0	2
7830	31	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
7831	31	12	0	1	0	0	0	0	0	2	0	2
7832	31	12	0	1	0	20215.71	25243.55	21594.02	0	2	0	2
7833	31	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
7834	31	12	0	1	0	14719.97	14768.37	15467.36	0	2	0	2
7835	31	12	0	1	0	25441.08	25243.55	25564.67	0	2	0	2
7836	31	12	0	1	0	10358.64	11694.39	15505.79	0	2	0	2
7837	31	12	0	1	0	2411.857	1258.597	1513.192	0	2	0	2
7838	31	12	0	1	0	13754.05	16291.94	13831.52	0	2	0	2
7839	31	12	0	1	0	0	2338.161	15359.49	0	2	0	2
7840	35	12	0	0	0	25862.32	25243.55	25257.3	0	2	0	2
7841	35	12	0	0	0	25862.32	25034.08	25564.67	0	2	0	2
7842	39	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
7843	39	12	0	1	0	25862.32	14748.68	21926.51	0	2	0	2
7844	39	12	0	1	0	14151.78	17269.45	20688.17	0	2	0	2
7845	31	10	0	1	1	11977	14231.27	20351.25	0	2	0	1
7846	31	10	0	1	1	15834.79	20667.48	11031.23	0	2	0	1
7847	20	14	0	1	0	8383.703	18610.4	25564.67	0	2	0	3
7848	20	14	0	1	0	10419.38	10235.27	17177.09	0	2	0	3
7849	20	14	0	1	0	0	2384.71	14407.83	0	2	0	3
7850	39	10	0	1	1	16767.41	12022.02	4433.18	0	2	0	1
7851	44	7	0	1	1	18291.71	16979.42	21713.71	0	2	0	1
7852	44	7	0	1	1	24637.78	25243.55	25564.67	0	2	0	1
7853	39	12	0	1	0	18234.9	18187.89	18982.88	0	2	0	2
7854	39	12	0	1	0	0	0	0	0	2	0	2
7855	39	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
7856	39	12	0	1	0	18705.12	20726.56	25564.67	0	2	0	2
7857	39	12	0	1	0	10691.72	2348.903	13267.03	0	2	0	2
7858	54	9	0	1	1	7306.106	1641.726	4521.843	1	2	0	1
7859	30	17	0	1	0	24343.89	25243.55	25564.67	0	2	0	4
7860	30	17	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
7861	39	10	0	1	1	22067.22	19906.6	25564.67	0	2	0	1
7862	39	10	0	1	1	0	0	18768.61	0	2	0	1
7863	39	10	0	1	1	18808.96	25243.55	25564.67	0	2	0	1
7864	39	10	0	1	1	25862.32	25243.55	25564.67	0	2	0	1
7865	39	10	0	1	1	25862.32	25243.55	25564.67	0	2	0	1
7866	31	9	0	1	1	21015.1	16598.08	23560.87	0	2	0	1
7867	31	9	0	1	1	18356.37	16069.94	18091.81	0	2	0	1
7868	31	9	0	1	1	19794.47	17428.79	19235.57	0	2	0	1
7869	31	9	0	1	1	14065.58	5403.193	5257.751	0	2	0	1
7870	50	13	1	1	0	11169.78	8516.564	17314.52	0	2	0	3
7871	48	6	0	1	1	7815.515	7290.193	11765.66	1	2	0	1
7872	54	8	0	1	1	20642.84	22527.63	0	1	2	0	1
7873	49	9	0	0	1	11929.98	8145.968	24448.99	0	2	0	1
7874	30	16	0	1	0	21789.01	21696.92	25564.67	0	2	0	4
7875	30	16	0	1	0	18583.65	12242.23	16204.75	0	2	0	4
7876	30	16	0	1	0	17310.12	14703.92	11750.88	0	2	0	4
7877	30	16	0	1	0	13746.22	15873	25564.67	0	2	0	4
7878	30	16	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
7879	30	16	0	1	0	19651.45	19425	25564.67	0	2	0	4
7880	30	16	0	1	0	24008.86	25243.55	19757.21	0	2	0	4
7881	30	16	0	1	0	3987.108	4611.871	5844.409	0	2	0	4
7882	30	16	0	1	0	21669.49	24402.1	25564.67	0	2	0	4
7883	30	16	0	1	0	5650.525	10824.29	25564.67	0	2	0	4
7884	53	12	1	1	0	25862.32	25243.55	23998.28	0	2	0	2
7885	39	9	0	1	1	21252.17	25243.55	23603.73	0	2	0	1
7886	31	8	0	1	1	16663.56	13414.89	13352.74	0	2	0	1
7887	50	12	1	1	0	8140.753	0	8081.687	0	2	0	2
7888	41	12	0	0	0	25862.32	25243.55	25564.67	0	2	0	2
7889	41	12	0	0	0	23779.62	22547.32	25564.67	0	2	0	2
7890	41	12	0	0	0	10805.36	17915.76	6482.787	0	2	0	2
7891	52	11	0	0	1	12392.36	10543.21	10484.47	0	2	0	1
7892	52	11	0	0	1	21352.09	23173.94	21427.04	0	2	0	1
7893	31	8	0	1	1	24966.94	20853.68	24395.79	0	2	0	1
7894	20	12	0	1	0	17484.5	18685.6	21106.37	0	2	0	2
7895	20	12	0	1	0	10474.24	12258.34	14741.8	0	2	0	2
7896	20	12	0	1	0	11116.88	12807.97	23992.37	0	2	0	2
7897	20	12	0	1	0	11510.69	8185.355	10026.38	0	2	0	2
7898	20	12	0	1	0	5644.647	7931.129	15894.43	0	2	0	2
7899	20	12	0	1	0	9392.725	5494.5	21132.97	0	2	0	2
7900	20	12	0	1	0	9872.745	9039.339	25360.74	0	2	0	2
7901	20	12	0	1	0	4410.31	0	25564.67	0	2	0	2
7902	20	12	0	1	0	10640.78	12756.05	4643.017	0	2	0	2
7903	20	12	0	1	0	2711.625	13871.42	17485.94	0	2	0	2
7904	20	12	0	1	0	9996.18	6115.742	13230.09	0	2	0	2
7905	20	12	0	1	0	13877.49	18682.02	5909.429	0	2	0	2
7906	20	12	0	1	0	23309.4	22456.02	25564.67	0	2	0	2
7907	20	12	0	1	0	0	0	0	0	2	0	2
7908	50	12	1	1	0	25862.32	24155.03	22155.55	0	2	0	2
7909	44	12	0	1	0	5103.89	3750.726	0	1	2	0	2
7910	44	5	0	1	1	25862.32	25243.55	25564.67	0	2	0	1
7911	55	10	0	1	1	25787.87	25243.55	23108.69	0	2	0	1
7912	55	10	0	1	1	22847.01	19269.24	24459.33	0	2	0	1
7913	50	10	1	1	1	25862.32	24144.29	20160.62	0	2	0	1
7914	44	12	0	1	0	66.61507	0	0	1	2	0	2
7915	49	8	0	0	1	12756.79	12424.84	0	0	2	0	1
7916	49	8	0	0	1	23397.56	16476.34	17482.98	0	2	0	1
7917	30	15	0	1	0	18995.09	18592.5	25564.67	0	2	0	3
7918	30	15	0	1	0	7978.134	8154.919	23908.14	0	2	0	3
7919	30	15	0	1	0	24600.55	25243.55	25564.67	0	2	0	3
7920	30	15	0	1	0	20317.6	17996.32	3728.304	0	2	0	3
7921	39	8	0	1	1	11146.27	0	0	0	2	0	1
7922	39	8	0	1	1	25243.19	25243.55	25564.67	0	2	0	1
7923	39	8	0	1	1	0	0	950.1782	0	2	0	1
7924	32	6	0	1	1	1293.116	3659.419	2257.966	1	2	0	1
7925	41	9	0	0	1	23209.47	22466.76	25564.67	0	2	0	1
7926	30	14	0	1	0	18375.96	16279.4	13651.24	0	2	0	3
7927	30	14	0	1	0	25862.32	18182.52	2588.977	0	2	0	3
7928	30	14	0	1	0	25862.32	25243.55	25564.67	0	2	0	3
7929	30	14	0	1	0	0	2864.516	17852.41	0	2	0	3
7930	30	14	0	1	0	356.5865	0	25564.67	0	2	0	3
7931	39	7	0	1	1	25862.32	19501.98	25564.67	0	2	0	1
7932	39	14	0	1	0	18450.42	14551.74	4471.601	1	2	0	3
7933	39	14	0	1	0	25862.32	25243.55	25564.67	1	2	0	3
7934	45	18	0	0	0	0	914.8549	2364.363	0	2	0	4
7935	45	18	0	0	0	0	9759.049	0	0	2	0	4
7936	16	10	0	0	1	640.6802	947.0806	9485.527	0	2	0	1
7937	16	10	0	0	1	0	456.5323	11607.54	0	2	0	1
7938	16	10	0	0	1	13.71487	0	8813.161	0	2	0	1
7939	16	10	0	0	1	0	778.7903	5186.82	0	2	0	1
7940	16	10	0	0	1	0	4567.113	15525	0	2	0	1
7941	29	18	0	1	0	15969.98	15199.84	9513.604	0	2	0	4
7942	29	18	0	1	0	25862.32	25232.81	25564.67	0	2	0	4
7943	29	18	0	1	0	0	0	0	0	2	0	4
7944	29	18	0	1	0	22400.3	20212.74	21254.14	0	2	0	4
7945	29	18	0	1	0	2231.605	11708.71	25564.67	0	2	0	4
7946	29	18	0	1	0	17825.41	18968.47	25564.67	0	2	0	4
7947	29	18	0	1	0	20703.57	21655.74	22018.12	0	2	0	4
7948	29	18	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
7949	29	18	0	1	0	24065.67	25243.55	21975.27	0	2	0	4
7950	31	6	0	1	1	9375.092	13819.5	15094.98	0	2	0	1
7951	16	10	0	0	1	0	984.6774	0	0	2	0	1
7952	16	10	0	0	1	0	0	23209.17	0	2	0	1
7953	16	10	0	0	1	1708.481	1876.258	2755.96	0	2	0	1
7954	16	10	0	0	1	434.9572	1656.048	12355.27	0	2	0	1
7955	16	10	0	0	1	0	4769.419	13136.99	0	2	0	1
7956	16	10	0	0	1	1210.827	3226.161	17565.74	0	2	0	1
7957	16	10	0	0	1	0	0	14231.98	0	2	0	1
7958	16	10	0	0	1	0	0	3978.04	0	2	0	1
7959	16	10	0	0	1	0	0	0	0	2	0	1
7960	16	10	0	0	1	0	0	13456.18	0	2	0	1
7961	16	10	0	0	1	0	0	3041.161	0	2	0	1
7962	16	10	0	0	1	139.1079	760.8871	5829.631	0	2	0	1
7963	16	10	0	0	1	52.9002	1129.694	10921.88	0	2	0	1
7964	16	10	0	0	1	0	0	9203.281	0	2	0	1
7965	16	10	0	0	1	1091.312	1430.468	11511.49	0	2	0	1
7966	16	10	0	0	1	0	2083.936	6024.691	0	2	0	1
7967	16	10	0	0	1	0	2839.452	12522.25	0	2	0	1
7968	16	10	0	0	1	0	3099.048	8968.322	0	2	0	1
7969	16	10	0	0	1	0	2187.774	8177.739	0	2	0	1
7970	16	10	0	0	1	0	2411.564	20454.69	0	2	0	1
7971	16	10	0	0	1	0	0	25193.76	0	2	0	1
7972	21	15	0	1	0	14853.2	18773.32	4099.213	0	2	0	3
7973	21	15	0	1	0	8614.896	4223.371	0	0	2	0	3
7974	30	13	0	1	0	25862.32	25243.55	25564.67	0	2	0	3
7975	30	13	0	1	0	25862.32	20320.16	25158.29	0	2	0	3
7976	30	13	0	1	0	25862.32	25243.55	25564.67	0	2	0	3
7977	30	13	0	1	0	22386.58	21075.68	25564.67	0	2	0	3
7978	30	13	0	1	0	25862.32	25243.55	5890.218	0	2	0	3
7979	30	11	0	1	1	22300.38	23641.21	21588.11	0	2	0	1
7980	30	11	0	1	1	25166.78	23657.32	23580.08	0	2	0	1
7981	30	11	0	1	1	13875.53	11830.45	23823.91	0	2	0	1
7982	30	11	0	1	1	9659.186	11189.52	20173.92	0	2	0	1
7983	16	9	0	0	1	0	1351.694	11079.99	0	2	0	1
7984	16	9	0	0	1	0	0	3357.395	0	2	0	1
7985	16	9	0	0	1	0	0	9609.656	0	2	0	1
7986	16	9	0	0	1	0	0	0	0	2	0	1
7987	16	9	0	0	1	0	0	7078.31	0	2	0	1
7988	16	9	0	0	1	0	1176.242	2781.081	0	2	0	1
7989	29	17	0	1	0	14096.92	8555.951	0	0	2	0	4
7990	29	17	0	1	0	15290.12	15215.95	18747.92	0	2	0	4
7991	29	17	0	1	0	19522.13	20678.23	13367.51	0	2	0	4
7992	29	17	0	1	0	12639.23	19100.95	21088.64	0	2	0	4
7993	29	17	0	1	0	25862.32	25243.55	22211.71	0	2	0	4
7994	29	17	0	1	0	442.7943	427.8871	0	0	2	0	4
7995	29	17	0	1	0	21075.83	21720.19	25564.67	0	2	0	4
7996	29	17	0	1	0	19557.4	21317.37	25564.67	0	2	0	4
7997	37	12	1	1	0	15930.8	15031.55	14211.3	0	2	0	2
7998	37	12	1	1	0	18826.59	21573.39	18147.96	0	2	0	2
7999	52	8	0	0	1	12133.74	12306.68	13609.86	0	2	0	1
8000	52	8	0	0	1	8228.921	7519.355	23389.46	0	2	0	1
8001	16	9	0	0	1	80.32994	0	2455.981	0	2	0	1
8002	16	9	0	0	1	0	2764.258	9157.472	0	2	0	1
8003	16	9	0	0	1	0	0	0	0	2	0	1
8004	16	9	0	0	1	0	519.1935	4063.748	0	2	0	1
8005	16	9	0	0	1	0	0	7118.209	0	2	0	1
8006	16	9	0	0	1	0	2843.032	2881.567	0	2	0	1
8007	16	9	0	0	1	527.0428	2791.113	8108.286	0	2	0	1
8008	16	9	0	0	1	0	0	7638.369	0	2	0	1
8009	16	9	0	0	1	0	0	882.2028	0	2	0	1
8010	16	9	0	0	1	309.5641	349.1129	7376.811	0	2	0	1
8011	16	9	0	0	1	0	495.9193	2497.358	0	2	0	1
8012	30	12	0	1	0	24790.6	19484.08	3954.396	0	2	0	2
8013	30	12	0	1	0	8981.279	19792.02	21763.96	0	2	0	2
8014	30	12	0	1	0	0	4175.032	127.0845	0	2	0	2
8015	30	12	0	1	0	20166.73	18347.23	25564.67	0	2	0	2
8016	30	12	0	1	0	25862.32	13432.79	25564.67	0	2	0	2
8017	30	12	0	1	0	25862.32	24196.21	18619.36	0	2	0	2
8018	31	12	0	1	0	24600.55	21845.52	25564.67	1	2	0	2
8019	55	6	0	0	1	6112.913	8539.839	5058.258	1	2	0	1
8020	54	4	0	1	1	19304.66	17000.9	0	1	2	0	1
8021	30	12	0	1	0	15973.9	15604.45	25564.67	0	2	0	2
8022	30	12	0	1	0	9964.831	9096.629	8253.103	0	2	0	2
8023	30	12	0	1	0	15975.86	15907.02	16387.99	0	2	0	2
8024	30	12	0	1	0	0	0	0	0	2	0	2
8025	30	12	0	1	0	0	0	0	0	2	0	2
8026	30	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
8027	30	12	0	1	0	24302.75	19446.48	25564.67	0	2	0	2
8028	30	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
8029	30	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
8030	30	12	0	1	0	24218.5	13248.39	16322.97	0	2	0	2
8031	30	12	0	1	0	8932.297	11628.15	17052.96	0	2	0	2
8032	30	12	0	1	0	21256.09	23122.02	25564.67	0	2	0	2
8033	30	12	0	1	0	19149.87	18558.48	25564.67	0	2	0	2
8034	30	12	0	1	0	14169.42	18467.18	25564.67	0	2	0	2
8035	30	12	0	1	0	25862.32	13819.5	0	0	2	0	2
8036	30	12	0	1	0	766.0733	10890.53	20470.95	0	2	0	2
8037	30	12	0	1	0	7936.99	22001.27	25564.67	0	2	0	2
8038	30	12	0	1	0	20999.42	17876.37	21243.8	0	2	0	2
8039	30	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
8040	30	12	0	1	0	11867.28	6319.839	7797.963	0	2	0	2
8041	30	12	0	1	0	19241.96	20126.81	24122.41	0	2	0	2
8042	30	12	0	1	0	24204.78	25243.55	25564.67	0	2	0	2
8043	30	12	0	1	0	0	0	0	0	2	0	2
8044	30	12	0	1	0	22935.18	25243.55	0	0	2	0	2
8045	30	12	0	1	0	14459.39	71.6129	25564.67	0	2	0	2
8046	30	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
8047	30	12	0	1	0	6326.473	9071.564	11097.73	0	2	0	2
8048	30	12	0	1	0	18422.99	19190.47	25564.67	0	2	0	2
8049	30	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
8050	30	12	0	1	0	15703.52	17196.05	17905.61	0	2	0	2
8051	30	12	0	1	0	18965.7	19605.82	12702.54	0	2	0	2
8052	30	12	0	1	0	20345.03	19111.69	23571.22	0	2	0	2
8053	30	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
8054	44	7	0	1	1	21436.34	20067.73	20129.59	1	2	0	1
8055	39	12	0	1	0	11173.7	9356.226	17276.1	1	2	0	2
8056	39	12	0	1	0	19089.14	25243.55	25564.67	1	2	0	2
8057	39	12	0	1	0	25862.32	25243.55	6428.111	1	2	0	2
8058	30	10	0	1	1	16416.7	14478.34	17614.5	0	2	0	1
8059	30	10	0	1	1	18679.65	16494.24	885.1582	0	2	0	1
8060	29	16	0	1	0	12944.88	2495.71	20884.71	0	2	0	4
8061	45	16	0	0	0	25862.32	17792.23	24416.48	0	2	0	4
8062	16	8	0	0	1	423.2016	3809.806	8208.771	0	2	0	1
8063	39	10	0	1	1	12696.05	10634.52	13831.52	1	2	0	1
8064	29	16	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
8065	29	16	0	1	0	17923.37	16177.35	25564.67	0	2	0	4
8066	29	16	0	1	0	19114.61	18178.94	3917.453	0	2	0	4
8067	29	16	0	1	0	15049.13	15192.68	25564.67	0	2	0	4
8068	29	16	0	1	0	22713.78	25243.55	0	0	2	0	4
8069	29	16	0	1	0	16167.87	24871.16	25564.67	0	2	0	4
8070	29	16	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
8071	29	16	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
8072	29	16	0	1	0	25862.32	18114.48	24160.83	0	2	0	4
8073	29	16	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
8074	29	16	0	1	0	18597.36	18889.69	25564.67	0	2	0	4
8075	29	16	0	1	0	14580.86	13166.03	25564.67	0	2	0	4
8076	29	16	0	1	0	23640.51	25243.55	25564.67	0	2	0	4
8077	29	16	0	1	0	1657.54	5129.274	8808.729	0	2	0	4
8078	29	16	0	1	0	23622.88	23141.71	22502.82	0	2	0	4
8079	29	16	0	1	0	1208.868	1444.79	1557.524	0	2	0	4
8080	29	16	0	1	0	650.4766	476.2258	681.2319	0	2	0	4
8081	29	16	0	1	0	10380.2	11060.61	21078.29	0	2	0	4
8082	29	16	0	1	0	19273.31	14838.19	18111.02	0	2	0	4
8083	29	16	0	1	0	19720.02	25243.55	25564.67	0	2	0	4
8084	29	16	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
8085	29	16	0	1	0	22139.71	22155.24	25564.67	0	2	0	4
8086	29	16	0	1	0	6097.238	7827.291	10664.75	0	2	0	4
8087	29	16	0	1	0	25862.32	25243.55	24082.51	0	2	0	4
8088	29	16	0	1	0	21283.52	19476.92	25564.67	0	2	0	4
8089	29	16	0	1	0	18726.67	19698.92	18691.76	0	2	0	4
8090	52	7	0	0	1	1469.45	10482.34	0	0	2	0	1
